city_code,district_code,village,neighbor,street,area,lane,alley,number,address,x,y
9020,902005,上岐村,27,,上庫,,,2號,,171972.05,2701940.918
9020,902005,上岐村,25,,上庫,,,2之1號,,171952.036,2701961.183
9020,902005,上岐村,27,,上庫,,,2之20號,,172174.4,2701832.31
9020,902005,上岐村,25,,上庫,,,2之2號,,171951.118,2701950.166
9020,902005,上岐村,27,,上庫,,,3號,,171989.216,2701993.544
9020,902005,上岐村,27,,上庫,,,3之2號,,172324.684,2701987.212
9020,902005,上岐村,27,,上庫,,,3之3號,,172275.572,2701985.082
9020,902005,上岐村,27,,上庫,,,4號,,171952.036,2701988.953
9020,902005,上岐村,27,,上庫,,,4之1號,,171965.577,2702003.872
9020,902005,上岐村,26,,上庫,,,6號,,171954.199,2702010.887
9020,902005,上岐村,26,,上庫,,,6之1號,,171955.249,2702025.446
9020,902005,上岐村,27,,上庫,,,6之2號,,171970.397,2702009.38
9020,902005,上岐村,26,,上庫,,,6之5號,,171936.131,2702003.455
9020,902005,上岐村,27,,上庫,,,7號,,171992.345,2702051.685
9020,902005,上岐村,27,,上庫,,,7之1號,,171983.937,2702009.609
9020,902005,上岐村,26,,上庫,,,8號,,171970.626,2702048.626
9020,902005,上岐村,26,,上庫,,,8之1號,,171970.068,2702027.766
9020,902005,上岐村,26,,上庫,,,8之2號,,171977.381,2702059.502
9020,902005,上岐村,26,,上庫,,,9號,,172001.723,2702073.62
9020,902005,上岐村,25,,上庫,,,9之1號,,172008.419,2702036.202
9020,902005,上岐村,23,,上庫,,,9之2號,,172012.654,2702065.375
9020,902005,上岐村,23,,上庫,,,9之3號,,172009.512,2702074.798
9020,902005,上岐村,26,,上庫,,,9之4號,,172010.908,2702080.731
9020,902005,上岐村,26,,上庫,,,10號,,171943.36,2702037.28
9020,902005,上岐村,26,,上庫,,,10之1號,,171931.809,2702055.95
9020,902005,上岐村,26,,上庫,,,10之2號,,171929.236,2702051.258
9020,902005,上岐村,26,,上庫,,,11號,,171917.306,2701975.34
9020,902005,上岐村,26,,上庫,,,11之1號,,171927.394,2701982.402
9020,902005,上岐村,26,,上庫,,,11之2號,,171903.327,2701961.073
9020,902005,上岐村,24,,上庫,,,14號,,171917.07,2702025.43
9020,902005,上岐村,24,,上庫,,,15號,,171924.53,2702035.61
9020,902005,上岐村,24,,上庫,,,15之1號,,171927.49,2702032.78
9020,902005,上岐村,25,,上庫,,,16號,,171939.074,2702057.615
9020,902005,上岐村,25,,上庫,,,17號,,171956.845,2702082.286
9020,902005,上岐村,25,,上庫,,,18號,,171937.306,2702086.101
9020,902005,上岐村,25,,上庫,,,19號,,171931.756,2702071.764
9020,902005,上岐村,25,,上庫,,,21號,,171903.93,2702061.05
9020,902005,上岐村,25,,上庫,,,21之1號,,171911.6,2702056.29
