city_code,district_code,village,neighbor,street,area,lane,alley,number,address,x,y
10009,1000917,下寮村,7,,下寮,,,１０２號,,182041.61,2613314.27
10009,1000917,下寮村,10,,下寮,,,１號,,181562.17,2612294.68
10009,1000917,下寮村,10,,下寮,,,１之６號,,181569.96,2612418.03
10009,1000917,下寮村,10,,下寮,,,１之１號,,181570.218,2612310.741
10009,1000917,下寮村,10,,下寮,,,１之１０號,,181376.45,2612399.82
10009,1000917,下寮村,10,,下寮,,,１之１１號,,181382.62,2612398.94
10009,1000917,下寮村,10,,下寮,,,１之１６號,,181417.11,2612377.69
10009,1000917,下寮村,10,,下寮,,,１之１７號,,181416.23,2612332.05
10009,1000917,下寮村,10,,下寮,,,１之２號,,181606.4,2612528
10009,1000917,下寮村,10,,下寮,,,１之３號,,181595.69,2612482.43
10009,1000917,下寮村,10,,下寮,,,２號,,181648.99,2612468.56
10009,1000917,下寮村,10,,下寮,,,３號,,181668.254,2612466.844
10009,1000917,下寮村,10,,下寮,,,４號,,181670.61,2612474.2
10009,1000917,下寮村,10,,下寮,,,５之１號,,181677.23,2612478.39
10009,1000917,下寮村,10,,下寮,,,６號,,181669.823,2612513.365
10009,1000917,下寮村,10,,下寮,,,７號,,181691.358,2612506.178
10009,1000917,下寮村,10,,下寮,,,７之１號,,181698.05,2612494.15
10009,1000917,下寮村,10,,下寮,,,７之５號,,181703.878,2612469.015
10009,1000917,下寮村,10,,下寮,,,８號,,181703.097,2612520.934
10009,1000917,下寮村,10,,下寮,,,９號,,181609.3,2612558.04
10009,1000917,下寮村,10,,下寮,,,１０號,,181610.578,2612578.123
10009,1000917,下寮村,10,,下寮,,,１０之１號,,181616,2612581.43
10009,1000917,下寮村,10,,下寮,,,１１號,,181645.59,2612545.74
10009,1000917,下寮村,10,,下寮,,,１１之１號,,181620.41,2612588.48
10009,1000917,下寮村,10,,下寮,,,１２號,,181659.809,2612556.567
10009,1000917,下寮村,9,,下寮,,,１３號,,181672.52,2612581.3
10009,1000917,下寮村,9,,下寮,,,１４號,,181685.86,2612584.67
10009,1000917,下寮村,9,,下寮,,,１５號,,181710.42,2612585.923
10009,1000917,下寮村,9,,下寮,,,１５之１號,,181721.855,2612569.593
10009,1000917,下寮村,9,,下寮,,,１５之２號,,181722.204,2612573.356
10009,1000917,下寮村,9,,下寮,,,１５之３號,,181722.064,2612578.164
10009,1000917,下寮村,9,,下寮,,,１６號,,181714.156,2612602.496
10009,1000917,下寮村,9,,下寮,,,１６之１號,,181698.494,2612616.29
10009,1000917,下寮村,9,,下寮,,,１７號,,181661.852,2612631.081
10009,1000917,下寮村,9,,下寮,,,１７之２號,,181660.21,2612641.44
10009,1000917,下寮村,9,,下寮,,,１８號,,181689.871,2612639.181
10009,1000917,下寮村,8,,下寮,,,１９號,,181686.139,2612663.383
10009,1000917,下寮村,9,,下寮,,,２０號,,181660.431,2612653.254
10009,1000917,下寮村,9,,下寮,,,２０之１號,,181646.409,2612650.225
10009,1000917,下寮村,8,,下寮,,,２１號,,181667.791,2612683.206
10009,1000917,下寮村,8,,下寮,,,２２號,,181853.686,2612543.73
10009,1000917,下寮村,10,,下寮,,,２２號,,181853.81,2612543.73
10009,1000917,下寮村,8,,下寮,,,２２之１０號,,181797.894,2612622.687
10009,1000917,下寮村,8,,下寮,,,２２之１１號,,181792.43,2612622.642
10009,1000917,下寮村,9,,下寮,,,２３號,,181629.21,2612628.12
10009,1000917,下寮村,9,,下寮,,,２３之１０號,,181649.621,2612605.525
10009,1000917,下寮村,9,,下寮,,,２３之１號,,181624.56,2612623.651
10009,1000917,下寮村,9,,下寮,,,２３之１１號,,181616.66,2612667.952
10009,1000917,下寮村,9,,下寮,,,２３之１２號,,181615.225,2612687.598
10009,1000917,下寮村,9,,下寮,,,２３之２號,,181598.04,2612632.83
10009,1000917,下寮村,9,,下寮,,,２３之３號,,181599.14,2612631.95
10009,1000917,下寮村,9,,下寮,,,２３之４號,,181600.781,2612631.863
10009,1000917,下寮村,9,,下寮,,,２３之５號,,181603.714,2612631.863
10009,1000917,下寮村,9,,下寮,,,２３之６號,,181608.266,2612631.584
10009,1000917,下寮村,9,,下寮,,,２３之７號,,181612.309,2612631.653
10009,1000917,下寮村,9,,下寮,,,２３之８號,,181618.777,2612642.281
10009,1000917,下寮村,9,,下寮,,,２３之９號,,181618.665,2612649.016
10009,1000917,下寮村,8,,下寮,,,２４號,,181675.028,2612712.529
10009,1000917,下寮村,8,,下寮,,,２４之１號,,181650.199,2612699.352
10009,1000917,下寮村,8,,下寮,,,２５號,,181573.153,2612672.791
10009,1000917,下寮村,8,,下寮,,,２６號,,181574.42,2612682.76
10009,1000917,下寮村,8,,下寮,,,２７號,,181665.191,2612729.843
10009,1000917,下寮村,8,,下寮,,,２８號,,181686.429,2612746.503
10009,1000917,下寮村,7,,下寮,,,２９號,,181673.198,2612768.586
10009,1000917,下寮村,7,,下寮,,,３０號,,181605.78,2612807.48
10009,1000917,下寮村,7,,下寮,,,３１號,,181576.385,2612805.584
10009,1000917,下寮村,7,,下寮,,,３１之１號,,181576.385,2612776.396
10009,1000917,下寮村,7,,下寮,,,３２號,,181608.786,2612828.354
10009,1000917,下寮村,7,,下寮,,,３３號,,181622.562,2612839.293
10009,1000917,下寮村,7,,下寮,,,３３之１號,,181620.691,2612845.647
10009,1000917,下寮村,7,,下寮,,,３３之５號,,181626.035,2612860.694
10009,1000917,下寮村,7,,下寮,,,３３之６號,,181619.397,2612872.093
10009,1000917,下寮村,7,,下寮,,,３３之７號,,181621.506,2612877.267
10009,1000917,下寮村,7,,下寮,,,３４號,,181608.515,2612895.882
10009,1000917,下寮村,7,,下寮,,,３４之１號,,181583.393,2612901.123
10009,1000917,下寮村,7,,下寮,,,３５號,,181615.735,2612923.009
10009,1000917,下寮村,7,,下寮,,,３５之１號,,181574.809,2612920.652
10009,1000917,下寮村,7,,下寮,,,３５之２０號,,181442.297,2612937.569
10009,1000917,下寮村,7,,下寮,,,３５之２２號,,181408.895,2612916.49
10009,1000917,下寮村,7,,下寮,,,３６號,,181619.013,2612963.749
10009,1000917,下寮村,7,,下寮,,,３６之１號,,181547.208,2613045.65
